"ID","Name","LongName","Parent"
"L13311","extensions","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/jupiter/extensions","L13310"
"L13561","commons","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons","L13380"
"L16528","console","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console","L13380"
"L19059","engine","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine","L13380"
"L21657","launcher","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher","L13380"
"L23042","runner","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/runner","L13380"
"L25596","tools","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/api/tools","L25595"
"L13562","support","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/support","L13561"
"L13769","util","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/commons/util","L13561"
"L16679","options","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/options","L16528"
"L17338","tasks","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/tasks","L16528"
"L19024","subpackage","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/console/subpackage","L16528"
"L19154","discovery","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/discovery","L19059"
"L19902","support","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support","L19059"
"L21677","core","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/core","L21657"
"L22821","listener","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/launcher/listener","L21657"
"L19903","descriptor","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor","L19902"
"L20558","hierarchical","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical","L19902"
"L1188","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit","L1187"
"L4839","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/main/java/org/junit","L4838"
"L1189","jupiter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter","L1188"
"L4840","jupiter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/main/java/org/junit/jupiter","L4839"
"L1238","api","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api","L1189"
"L4846","engine","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine","L1189"
"L3266","extension","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/extension","L1238"
"L4900","descriptor","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/descriptor","L4846"
"L6288","discovery","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/discovery","L4846"
"L7405","execution","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/execution","L4846"
"L8498","extension","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/extension","L4846"
"L9843","bridge","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/bridge","L4846"
"L6075","subpackage","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/descriptor/subpackage","L4900"
"L6676","predicates","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/discovery/predicates","L6288"
"L8283","injection","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/execution/injection","L7405"
"L9564","sub","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/extension/sub","L8498"
"L8284","sample","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/execution/injection/sample","L8283"
"L4841","engine","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine","L4840"
"L4880","descriptor","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/descriptor","L4841"
"L6276","discovery","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/discovery","L4841"
"L7392","execution","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/execution","L4841"
"L8488","extension","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/extension","L4841"
"L6665","predicates","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/discovery/predicates","L6276"
"L1197","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-api/src/main/java/org/junit","L1196"
"L1198","jupiter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-api/src/main/java/org/junit/jupiter","L1197"
"L1199","api","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api","L1198"
"L3243","extension","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api/extension","L1199"
"L3712","function","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api/function","L1199"
"L11320","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/test/java/org/junit","L11319"
"L11328","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/main/java/org/junit","L11327"
"L11321","jupiter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/test/java/org/junit/jupiter","L11320"
"L11329","jupiter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter","L11328"
"L11322","migrationsupport","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/test/java/org/junit/jupiter/migrationsupport","L11321"
"L11340","rules","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/test/java/org/junit/jupiter/migrationsupport/rules","L11322"
"L11330","migrationsupport","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport","L11329"
"L11331","rules","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules","L11330"
"L11426","adapter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/adapter","L11331"
"L11537","member","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/member","L11331"
"L11885","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/main/java/org/junit","L11884"
"L11897","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/test/java/org/junit","L11896"
"L11886","jupiter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/main/java/org/junit/jupiter","L11885"
"L11898","jupiter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/test/java/org/junit/jupiter","L11897"
"L11887","params","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params","L11886"
"L11905","converter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params/converter","L11887"
"L12432","provider","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider","L11887"
"L13094","support","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params/support","L11887"
"L11899","params","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/test/java/org/junit/jupiter/params","L11898"
"L11914","converter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/test/java/org/junit/jupiter/params/converter","L11899"
"L12448","provider","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-jupiter-params/src/test/java/org/junit/jupiter/params/provider","L11899"
"L13388","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-commons/src/main/java/org/junit","L13387"
"L13389","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-commons/src/main/java/org/junit/platform","L13388"
"L13390","commons","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-commons/src/main/java/org/junit/platform/commons","L13389"
"L13394","annotation","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-commons/src/main/java/org/junit/platform/commons/annotation","L13390"
"L13406","logging","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-commons/src/main/java/org/junit/platform/commons/logging","L13390"
"L13556","support","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-commons/src/main/java/org/junit/platform/commons/support","L13390"
"L13751","util","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-commons/src/main/java/org/junit/platform/commons/util","L13390"
"L16522","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-console/src/main/java/org/junit","L16521"
"L16523","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-console/src/main/java/org/junit/platform","L16522"
"L16524","console","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-console/src/main/java/org/junit/platform/console","L16523"
"L16667","options","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-console/src/main/java/org/junit/platform/console/options","L16524"
"L17324","tasks","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-console/src/main/java/org/junit/platform/console/tasks","L16524"
"L19039","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit","L19038"
"L21220","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/test/java/org/junit","L21219"
"L19040","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit/platform","L19039"
"L21221","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/test/java/org/junit/platform","L21220"
"L19041","engine","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit/platform/engine","L19040"
"L19135","discovery","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit/platform/engine/discovery","L19041"
"L19858","reporting","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit/platform/engine/reporting","L19041"
